title,series,platform,genre,developer,publisher,rating,modes,year,release_eu,release_jp,release_na,plot
Last Ninja 3 (Europe) (Disk 1),,Atari ST,ACTION,,System 3,OTHER_NOT_RATED,,1991,,,,
Last Ninja 3 (Europe) (Disk 2),,Atari ST,ACTION,,System 3,OTHER_NOT_RATED,,1991,,,,
"Last Ninja, The (Europe) (Disk 1)",,Atari ST,ACTION,,System 3,OTHER_NOT_RATED,,1986,,,,
"Last Ninja, The (Europe) (Disk 2)",,Atari ST,ACTION,,System 3,OTHER_NOT_RATED,,1986,,,,
"Last Ninja, The (Europe) (Disk 3)",,Atari ST,ACTION,,System 3,OTHER_NOT_RATED,,1986,,,,
"Last Ninja, The (Europe) (Disk 4)",,Atari ST,ACTION,,System 3,OTHER_NOT_RATED,,1986,,,,
"Last Shoot-em Up, The (Europe)",,Atari ST,SHOOT_EM_UP,,Gollner Publishing,OTHER_NOT_RATED,,1988,,,,
"Last Trooper, The (Europe)",,Atari ST,SHOOTER,,Mastertronic,OTHER_NOT_RATED,,1989,,,,
Leader Board (USA),,Atari ST,SPORTS_GOLF,,Access,OTHER_NOT_RATED,,1986,,,,
Leader Board - Tournament Disk I (USA),,Atari ST,SPORTS_GOLF,,Access,OTHER_NOT_RATED,,1986,,,,
Leader Board - Tournament Disk I Enhanced (USA),,Atari ST,SPORTS_GOLF,,Access,OTHER_NOT_RATED,,1986,,,,
League Challenge (Europe),,Atari ST,SPORTS_SOCCER,,Atlantis Software,OTHER_NOT_RATED,,1990,,,,
Leander (Europe) (Disk 1),,Atari ST,PLATFORM,,Psygnosis,OTHER_NOT_RATED,,1991,,,,
Leander (Europe) (Disk 2),,Atari ST,PLATFORM,,Psygnosis,OTHER_NOT_RATED,,1991,,,,
Leather Goddesses of Phobos (USA),,Atari ST,ADVENTURE,,Infocom,OTHER_NOT_RATED,,1986,,,,
Leatherneck (Europe),,Atari ST,SHOOTER,,Microdeal,OTHER_NOT_RATED,,1988,,,,
Leavin' Teramis (Europe),,Atari ST,SHOOT_EM_UP,,Thalion,OTHER_NOT_RATED,,1990,,,,
Led Storm (Europe),,Atari ST,ACTION,,Software Creations,OTHER_NOT_RATED,,1988,,,,
Lee Enfield - An Amazon Adventure (Europe),,Atari ST,ACTION,,infogrames,OTHER_NOT_RATED,,1987,,,,
Lee Enfield - Space Ace (Europe),,Atari ST,ACTION,,Infogrames,OTHER_NOT_RATED,,1987,,,,
Lee Enfield - The Tournament of Death (Europe),,Atari ST,ACTION,,Infogrames,OTHER_NOT_RATED,,1987,,,,
Leeds United Champions (Europe),,Atari ST,SPORTS_SOCCER,,CDS Software,OTHER_NOT_RATED,,1993,,,,
Legend (CRL) (Europe),,Atari ST,STRATEGY,,CRL,OTHER_NOT_RATED,,1989,,,,
Legend (Mindscape) (Europe) (Disk 1),,Atari ST,ROLE_PLAYING,,Mindscape,OTHER_NOT_RATED,,1992,,,,
Legend (Mindscape) (Europe) (Disk 2),,Atari ST,ROLE_PLAYING,,Mindscape,OTHER_NOT_RATED,,1992,,,,
Legend of Djel (Europe) (Disk 1),,Atari ST,ADVENTURE,,Tomahawk,OTHER_NOT_RATED,,1993,,,,
Legend of Djel (Europe) (Disk 2),,Atari ST,ADVENTURE,,Tomahawk,OTHER_NOT_RATED,,1993,,,,
Legend of Djel (Europe) (Disk 3),,Atari ST,ADVENTURE,,Tomahawk,OTHER_NOT_RATED,,1993,,,,
Legend of Faerghail (Europe) (Disk 1),,Atari ST,ROLE_PLAYING,,reLINE Software,OTHER_NOT_RATED,,1990,,,,
Legend of Faerghail (Europe) (Disk 2),,Atari ST,ROLE_PLAYING,,reLINE Software,OTHER_NOT_RATED,,1990,,,,
Legend of Faerghail (Europe) (Disk 3),,Atari ST,ROLE_PLAYING,,reLINE Software,OTHER_NOT_RATED,,1990,,,,
Legend of Faerghail (Europe) (Disk 4),,Atari ST,ROLE_PLAYING,,reLINE Software,OTHER_NOT_RATED,,1990,,,,
Legend of the Lost (Europe),,Atari ST,SHOOT_EM_UP,,Impressions,OTHER_NOT_RATED,,1990,,,,
Legend of the Sword (Europe),,Atari ST,ADVENTURE,,Silicon Soft,OTHER_NOT_RATED,,1988,,,,
Legends of Valour (Europe),,Atari ST,ROLE_PLAYING,,US Gold,OTHER_NOT_RATED,,1993,,,,
Leisure Suit Larry 2 - Goes Looking For Love (USA),,Atari ST,ADVENTURE,,Sierra On-Line,OTHER_NOT_RATED,,1988,,,,
Leisure Suit Larry 3 - Passionate Patti in Persuit of the Pulsating Pectorals (USA),,Atari ST,ADVENTURE,,Sierra On-Line,OTHER_NOT_RATED,,1988,,,,
Leisure Suit Larry in the Land of the Lounge Lizards (USA),,Atari ST,ADVENTURE,,Sierra On-Line,OTHER_NOT_RATED,,1987,,,,
Lemmings (Europe),,Atari ST,PUZZLE,,Psygnosis,OTHER_NOT_RATED,,1990,,,,
Lemmings 2 - The Tribe (Europe),,Atari ST,PUZZLE,,Psygnosis,OTHER_NOT_RATED,,1993,,,,
Leonardo (Europe),,Atari ST,PUZZLE,,Starbyte,OTHER_NOT_RATED,,1989,,,,
Lethal Weapon (Europe),,Atari ST,PLATFORM,,Ocean Software,OTHER_NOT_RATED,,1992,,,,
Lethal Xcess - Wings of Death II (Europe),,Atari ST,SHOOT_EM_UP,,Eclipse,OTHER_NOT_RATED,,1991,,,,
Lettrix (Europe) (Unl),,Atari ST,PUZZLE,,Software 2000,OTHER_NOT_RATED,,null,,,,
Leviathan (Europe),,Atari ST,SHOOT_EM_UP,,English Software Company,OTHER_NOT_RATED,,1987,,,,
Liberator (Europe),,Atari ST,SHOOT_EM_UP,,Micro Value,OTHER_NOT_RATED,,1987,,,,
Licence to Kill (Europe),,Atari ST,ACTION,,Domark,OTHER_NOT_RATED,,1989,,,,
Life and Death (Europe),,Atari ST,SIMULATION,,Software Toolworks,OTHER_NOT_RATED,,1988,,,,
"Light Corridor, The (Europe)",,Atari ST,ACTION,,Infogrames,OTHER_NOT_RATED,,1990,,,,
Light Cycles (Europe) (Unl),,Atari ST,ACTION,,Budgie UK,OTHER_NOT_RATED,,1990,,,,
Line Crash (Europe) (Unl),,Atari ST,ACTION,,Wacko Software,OTHER_NOT_RATED,,1992,,,,
Line of Fire (Europe),,Atari ST,SHOOTER,,US Gold,OTHER_NOT_RATED,,1990,,,,
Little Computer People (USA),,Atari ST,STRATEGY,,Activision,OTHER_NOT_RATED,,1986,,,,
Little Puff in Dragonland (Europe),,Atari ST,PLATFORM,,Codemasters,OTHER_NOT_RATED,,1989,,,,
Live and Let Die (USA),,Atari ST,SHOOTER,,Elite,OTHER_NOT_RATED,,1988,,,,
Liverpool - The Computer Game (Europe) (Disk 1),,Atari ST,SPORTS_SOCCER,,Grandslam Entertainment,OTHER_NOT_RATED,,1992,,,,
Liverpool - The Computer Game (Europe) (Disk 2),,Atari ST,SPORTS_SOCCER,,Grandslam Entertainment,OTHER_NOT_RATED,,1992,,,,
Living Jigsaw (USA) (Disk 1),,Atari ST,PUZZLE,,Miles Computing,OTHER_NOT_RATED,,null,,,,
Living Jigsaw (USA) (Disk 2),,Atari ST,PUZZLE,,Miles Computing,OTHER_NOT_RATED,,null,,,,
Livingstone I Presume (Europe),,Atari ST,PLATFORM,,Alligata Software,OTHER_NOT_RATED,,1987,,,,
Livingstone II (Europe),,Atari ST,PLATFORM,,Opera Soft,OTHER_NOT_RATED,,1990,,,,
Llamatron (Europe) (Unl),,Atari ST,SHOOT_EM_UP,,Llamasoft,OTHER_NOT_RATED,,1991,,,,
Location Universe 2 (Europe) (Unl),,Atari ST,SHOOT_EM_UP,,Powerfist Productions,OTHER_NOT_RATED,,1992,,,,
Lock-On (Europe),,Atari ST,SHOOTER,,Data East,OTHER_NOT_RATED,,1988,,,,
Locomotion (Byte Back) (Europe),,Atari ST,ACTION,,Byte Back,OTHER_NOT_RATED,,1991,,,,
Locomotion (Kingsoft) (Europe),,Atari ST,PUZZLE,,Kingsoft,OTHER_NOT_RATED,,1992,,,,
Lode Runner (USA),,Atari ST,PLATFORM,,Broderbund,OTHER_NOT_RATED,,1989,,,,
Logic (Germany),,Atari ST,PUZZLE,,WSP,OTHER_NOT_RATED,,null,,,,
Logical (Europe),,Atari ST,PUZZLE,,Rainbow Arts,OTHER_NOT_RATED,,1991,,,,
Logo (Germany),,Atari ST,PUZZLE,,Starbyte,OTHER_NOT_RATED,,null,,,,
Lombard Rally (Europe),,Atari ST,DRIVING,,Mandarin Software,OTHER_NOT_RATED,,1988,,,,
Loom (Europe),,Atari ST,ADVENTURE,,LucasFilm Games,OTHER_NOT_RATED,,1990,,,,
Loopz (Europe),,Atari ST,PUZZLE,,Audiogenic,OTHER_NOT_RATED,,1990,,,,
Lord Ramsey in the 25th Century (Europe) (Unl),,Atari ST,PLATFORM,,Tynesoft,OTHER_NOT_RATED,,1993,,,,
Lords Of Chaos (Europe),,Atari ST,STRATEGY,,Blade Software,OTHER_NOT_RATED,,1990,,,,
Lords Of Chaos - Expansion Pack (Europe) (Disk 1),,Atari ST,STRATEGY,,Blade Software,OTHER_NOT_RATED,,1990,,,,
Lords Of Chaos - Expansion Pack (Europe) (Disk 2),,Atari ST,STRATEGY,,Blade Software,OTHER_NOT_RATED,,1990,,,,
Lords of Conquest (Europe),,Atari ST,STRATEGY,,Electronic Arts,OTHER_NOT_RATED,,1988,,,,
Lords of Doom (Europe) (Disk 1),,Atari ST,ADVENTURE,,Starbyte,OTHER_NOT_RATED,,1991,,,,
Lords of Doom (Europe) (Disk 2),,Atari ST,ADVENTURE,,Starbyte,OTHER_NOT_RATED,,1991,,,,
Lorna (Spain) (Disk 1),,Atari ST,ACTION,,Topo Soft,OTHER_NOT_RATED,,1990,,,,
Lorna (Spain) (Disk 2),,Atari ST,ACTION,,Topo Soft,OTHER_NOT_RATED,,1990,,,,
Lost Dutchman Mine (USA),,Atari ST,ACTION,,Magnetic Images,OTHER_NOT_RATED,,1989,,,,
"Lost Kingdom of Zkul, The (Europe)",,Atari ST,ADVENTURE,,Talent Computer System,OTHER_NOT_RATED,,1985,,,,
"Lost Patrol, The (Europe) (Disk 1)",,Atari ST,ACTION,,Ocean Software,OTHER_NOT_RATED,,1991,,,,
"Lost Patrol, The (Europe) (Disk 2)",,Atari ST,ACTION,,Ocean Software,OTHER_NOT_RATED,,1991,,,,
"Lost Patrol, The (Europe) (Disk 3)",,Atari ST,ACTION,,Ocean Software,OTHER_NOT_RATED,,1991,,,,
Lost Treasure (Europe) (Unl),,Atari ST,PLATFORM,,David M. Henry,OTHER_NOT_RATED,,1988,,,,
Lost World (Europe) (Unl),,Atari ST,PLATFORM,,John Leather,OTHER_NOT_RATED,,2010,,,,
Lotus Esprit Turbo Challenge (Europe),,Atari ST,DRIVING,,Gremlin Graphics,OTHER_NOT_RATED,,1990,,,,
Lotus III - The Ultimate Challenge (Europe),,Atari ST,DRIVING,,Gremlin Graphics,OTHER_NOT_RATED,,1992,,,,
Lotus Turbo Challenge II (Europe),,Atari ST,DRIVING,,Gremlin Graphics,OTHER_NOT_RATED,,1991,,,,
Lure of the Temptress (Europe) (Disk 1),,Atari ST,ADVENTURE,,Virgin Mastertronic,OTHER_NOT_RATED,,1992,,,,
Lure of the Temptress (Europe) (Disk 2),,Atari ST,ADVENTURE,,Virgin Mastertronic,OTHER_NOT_RATED,,1992,,,,
Lure of the Temptress (Europe) (Disk 3),,Atari ST,ADVENTURE,,Virgin Mastertronic,OTHER_NOT_RATED,,1992,,,,
Lure of the Temptress (Europe) (Disk 4),,Atari ST,ADVENTURE,,Virgin Mastertronic,OTHER_NOT_RATED,,1992,,,,
Lure of the Temptress (Europe) (Disk 5),,Atari ST,ADVENTURE,,Virgin Mastertronic,OTHER_NOT_RATED,,1992,,,,
"Lurking Horror, The (USA)",,Atari ST,ADVENTURE,,Infocom,OTHER_NOT_RATED,,1987,,,,
Luxor (Europe),,Atari ST,SHOOT_EM_UP,,Software Horizons,OTHER_NOT_RATED,,1988,,,,
M1 Tank Platoon (USA) (Disk 1),,Atari ST,STRATEGY,,MicroProse,OTHER_NOT_RATED,,1990,,,,
M1 Tank Platoon (USA) (Disk 2),,Atari ST,STRATEGY,,MicroProse,OTHER_NOT_RATED,,1990,,,,
Mac Pan (Germany) (Unl),,Atari ST,MAZE,,Richard Beith,OTHER_NOT_RATED,,1987,,,,
Macadam Bumper (Europe),,Atari ST,PINBALL,,Ere Informatique,OTHER_NOT_RATED,,1987,,,,
Mach 3 (Europe),,Atari ST,SHOOTER,,Loriciel,OTHER_NOT_RATED,,1987,,,,
Macro War (Europe) (Unl),,Atari ST,ACTION,,Arne Standnes,OTHER_NOT_RATED,,1991,,,,
Mad Flunky (Europe),,Atari ST,ACTION,,Alternative Software,OTHER_NOT_RATED,,1988,,,,
Mad Mix Game (Europe),,Atari ST,MAZE,,Toposoft,OTHER_NOT_RATED,,1988,,,,
Mad Professor Mariarti (Europe),,Atari ST,PLATFORM,,Krisalis,OTHER_NOT_RATED,,1990,,,,
Mad Show (France),,Atari ST,ACTION,,Silmarils,OTHER_NOT_RATED,,1988,,,,
Mafdet and the Book of the Dead (Europe),,Atari ST,BEAT_EM_UP,,Software Horizons,OTHER_NOT_RATED,,1988,,,,
Magic Boy (Europe),,Atari ST,PLATFORM,,Empire Software,OTHER_NOT_RATED,,1993,,,,
Magic Fly (Europe),,Atari ST,SHOOTER,,Electronic Arts,OTHER_NOT_RATED,,1990,,,,
Magic Lines (Germany),,Atari ST,PUZZLE,,Thalion,OTHER_NOT_RATED,,1990,,,,
Magic Pocket (Europe),,Atari ST,PLATFORM,,Renegade,OTHER_NOT_RATED,,1991,,,,
Magic Quest (Germany) (Unl),,Atari ST,PLATFORM,,IDL Software,OTHER_NOT_RATED,,1993,,,,
"Magic Shop, The (Europe) (Unl)",,Atari ST,ADVENTURE,,Zenobi Software,OTHER_NOT_RATED,,1990,,,,
Magic Story Book (Europe) (Disk 1),,Atari ST,EDUCATIONAL,,Soft Stuff,OTHER_NOT_RATED,,1990,,,,
Magic Story Book (Europe) (Disk 2),,Atari ST,EDUCATIONAL,,Soft Stuff,OTHER_NOT_RATED,,1990,,,,
"Magician, The (France)",,Atari ST,ACTION,,Loriciel,OTHER_NOT_RATED,,1991,,,,
Magicland Dizzy (Europe),,Atari ST,PLATFORM,,Codemasters,OTHER_NOT_RATED,,1991,,,,
Major Motion (Europe),,Atari ST,SHOOT_EM_UP,,MichTron,OTHER_NOT_RATED,,1985,,,,
Makin' Whoopee (USA),,Atari ST,TABLETOP,,IB Computers,OTHER_NOT_RATED,,1988,,,,
Maltese Joe's 3D Pool Challenge (Europe),,Atari ST,SPORTS_POOL_AND_DART,,Firebird,OTHER_NOT_RATED,,1989,,,,
"Man from the Council, The (Europe)",,Atari ST,SHOOT_EM_UP,,Tynesoft,OTHER_NOT_RATED,,1989,,,,
Manchester United (Europe) (Disk 1),,Atari ST,SPORTS_SOCCER,,Krisalis,OTHER_NOT_RATED,,1990,,,,
Manchester United (Europe) (Disk 2),,Atari ST,SPORTS_SOCCER,,Krisalis,OTHER_NOT_RATED,,1990,,,,
Manchester United Europe (Europe),,Atari ST,SPORTS_SOCCER,,Krisalis,OTHER_NOT_RATED,,1991,,,,
Manhattan Dealers (France),,Atari ST,BEAT_EM_UP,,Silmarils,OTHER_NOT_RATED,,1988,,,,
Manhunter - New York (USA),,Atari ST,ADVENTURE,,Sierra On-Line,OTHER_NOT_RATED,,1988,,,,
Manhunter 2 - San Francisco (USA),,Atari ST,ADVENTURE,,Sierra On-Line,OTHER_NOT_RATED,,1989,,,,
Maniac Mansion (USA),,Atari ST,ADVENTURE,,LucasFilm Games,OTHER_NOT_RATED,,1988,,,,
Maniax (Europe),,Atari ST,ACTION,,Kingsoft,OTHER_NOT_RATED,,1988,,,,
Manix (Europe),,Atari ST,ACTION,,Millennium,OTHER_NOT_RATED,,1990,,,,
Marble Madness (Europe),,Atari ST,ACTION,,Electronic Arts,OTHER_NOT_RATED,,1986,,,,
"Margoulding, Le (Europe)",,Atari ST,ACTION,,Ere Informatique,OTHER_NOT_RATED,,1998,,,,
Maria's Christmas Box (Europe),,Atari ST,CASINO,,Anco Software,OTHER_NOT_RATED,,1988,,,,
Masterblazer (Europe),,Atari ST,SPORTS_FUTURISTIC,,Rainbow Arts,OTHER_NOT_RATED,,1990,,,,
Masters of Chaos (France) (Unl),,Atari ST,SHOOT_EM_UP,,Genuwax Games,OTHER_NOT_RATED,,1994,,,,
Masters of the Universe (Europe),,Atari ST,SHOOT_EM_UP,,Gremlin Graphics,OTHER_NOT_RATED,,1988,,,,
Mata Hari (France),,Atari ST,ACTION,,Loriciel,OTHER_NOT_RATED,,1989,,,,
Match It! (Europe) (Unl),,Atari ST,MAHJONG,,Budgie UK,OTHER_NOT_RATED,,1990,,,,
Match of the Day (Europe) (Disk 1),,Atari ST,SPORTS_SOCCER,,Zeppelin Games,OTHER_NOT_RATED,,1992,,,,
Match of the Day (Europe) (Disk 2),,Atari ST,SPORTS_SOCCER,,Zeppelin Games,OTHER_NOT_RATED,,1992,,,,
Maths Dragons (Europe),,Atari ST,EDUCATIONAL,,Coombe Valley Software,OTHER_NOT_RATED,,1990,,,,
Matrix Maruaders (Europe),,Atari ST,SHOOTER,,Psyclapse,OTHER_NOT_RATED,,1990,,,,
Maupiti Island (Europe),,Atari ST,ADVENTURE,,Lankhor,OTHER_NOT_RATED,,1990,,,,
Maya (Europe),,Atari ST,ADVENTURE,,PC Hits,OTHER_NOT_RATED,,1992,,,,
Mayday Squad (Europe),,Atari ST,SIMULATION,,Tynesoft,OTHER_NOT_RATED,,1989,,,,
Mazewar ST (Europe) (Unl),,Atari ST,MAZE,,Wacko Software,OTHER_NOT_RATED,,1991,,,,
McDonald Land (Europe),,Atari ST,PLATFORM,,Virgin Mastertronic,OTHER_NOT_RATED,,1992,,,,
Mean 18 (USA) (Disk 1),,Atari ST,SPORTS_GOLF,,Accolade,OTHER_NOT_RATED,,1986,,,,
Mean 18 (USA) (Disk 10) (Course 6),,Atari ST,SPORTS_GOLF,,Accolade,OTHER_NOT_RATED,,1986,,,,
Mean 18 (USA) (Disk 11) (Course 7),,Atari ST,SPORTS_GOLF,,Accolade,OTHER_NOT_RATED,,1986,,,,
Mean 18 (USA) (Disk 12) (Course 8),,Atari ST,SPORTS_GOLF,,Accolade,OTHER_NOT_RATED,,1986,,,,
Mean 18 (USA) (Disk 13) (Course 9),,Atari ST,SPORTS_GOLF,,Accolade,OTHER_NOT_RATED,,1986,,,,
Mean 18 (USA) (Disk 14) (Course 10),,Atari ST,SPORTS_GOLF,,Accolade,OTHER_NOT_RATED,,1986,,,,
Mean 18 (USA) (Disk 15) (Course 11),,Atari ST,SPORTS_GOLF,,Accolade,OTHER_NOT_RATED,,1986,,,,
Mean 18 (USA) (Disk 16) (Course 12),,Atari ST,SPORTS_GOLF,,Accolade,OTHER_NOT_RATED,,1986,,,,
Mean 18 (USA) (Disk 17) (Course 13),,Atari ST,SPORTS_GOLF,,Accolade,OTHER_NOT_RATED,,1986,,,,
Mean 18 (USA) (Disk 18) (Course 14),,Atari ST,SPORTS_GOLF,,Accolade,OTHER_NOT_RATED,,1986,,,,
Mean 18 (USA) (Disk 19) (Course 15),,Atari ST,SPORTS_GOLF,,Accolade,OTHER_NOT_RATED,,1986,,,,
Mean 18 (USA) (Disk 2),,Atari ST,SPORTS_GOLF,,Accolade,OTHER_NOT_RATED,,1986,,,,
Mean 18 (USA) (Disk 20) (Course 16),,Atari ST,SPORTS_GOLF,,Accolade,OTHER_NOT_RATED,,1986,,,,
Mean 18 (USA) (Disk 21) (Course 17),,Atari ST,SPORTS_GOLF,,Accolade,OTHER_NOT_RATED,,1986,,,,
Mean 18 (USA) (Disk 22) (Course 18),,Atari ST,SPORTS_GOLF,,Accolade,OTHER_NOT_RATED,,1986,,,,
Mean 18 (USA) (Disk 23) (Course 19),,Atari ST,SPORTS_GOLF,,Accolade,OTHER_NOT_RATED,,1986,,,,
Mean 18 (USA) (Disk 24) (Course 20),,Atari ST,SPORTS_GOLF,,Accolade,OTHER_NOT_RATED,,1986,,,,
Mean 18 (USA) (Disk 25) (Users Course 1),,Atari ST,SPORTS_GOLF,,Accolade,OTHER_NOT_RATED,,1986,,,,
Mean 18 (USA) (Disk 26) (Users Course 2),,Atari ST,SPORTS_GOLF,,Accolade,OTHER_NOT_RATED,,1986,,,,
Mean 18 (USA) (Disk 27) (Users Course 3),,Atari ST,SPORTS_GOLF,,Accolade,OTHER_NOT_RATED,,1986,,,,
Mean 18 (USA) (Disk 28) (Users Course 4),,Atari ST,SPORTS_GOLF,,Accolade,OTHER_NOT_RATED,,1986,,,,
Mean 18 (USA) (Disk 29) (Users Course 5),,Atari ST,SPORTS_GOLF,,Accolade,OTHER_NOT_RATED,,1986,,,,
Mean 18 (USA) (Disk 3) (Famous Course Volume II),,Atari ST,SPORTS_GOLF,,Accolade,OTHER_NOT_RATED,,1986,,,,
Mean 18 (USA) (Disk 30) (Users Course 6),,Atari ST,SPORTS_GOLF,,Accolade,OTHER_NOT_RATED,,1986,,,,
Mean 18 (USA) (Disk 31) (Users Course 7),,Atari ST,SPORTS_GOLF,,Accolade,OTHER_NOT_RATED,,1986,,,,
Mean 18 (USA) (Disk 32) (Users Course 8),,Atari ST,SPORTS_GOLF,,Accolade,OTHER_NOT_RATED,,1986,,,,
Mean 18 (USA) (Disk 33) (Users Course 9),,Atari ST,SPORTS_GOLF,,Accolade,OTHER_NOT_RATED,,1986,,,,
Mean 18 (USA) (Disk 4) (Famous Course Volume III),,Atari ST,SPORTS_GOLF,,Accolade,OTHER_NOT_RATED,,1986,,,,
Mean 18 (USA) (Disk 5) (Course 1),,Atari ST,SPORTS_GOLF,,Accolade,OTHER_NOT_RATED,,1986,,,,
Mean 18 (USA) (Disk 6) (Course 2),,Atari ST,SPORTS_GOLF,,Accolade,OTHER_NOT_RATED,,1986,,,,
Mean 18 (USA) (Disk 7) (Course 3),,Atari ST,SPORTS_GOLF,,Accolade,OTHER_NOT_RATED,,1986,,,,
Mean 18 (USA) (Disk 8) (Course 4),,Atari ST,SPORTS_GOLF,,Accolade,OTHER_NOT_RATED,,1986,,,,
Mean 18 (USA) (Disk 9) (Course 5),,Atari ST,SPORTS_GOLF,,Accolade,OTHER_NOT_RATED,,1986,,,,
Mean Machine (Europe),,Atari ST,DRIVING,,Codemasters,OTHER_NOT_RATED,,1991,,,,
Mean Streets (Europe) (Disk 1),,Atari ST,ADVENTURE,,US Gold,OTHER_NOT_RATED,,1989,,,,
Mean Streets (Europe) (Disk 2),,Atari ST,ADVENTURE,,US Gold,OTHER_NOT_RATED,,1989,,,,
Medieval Chess (USA) (Unl),,Atari ST,BOARD_GAMES,,JV Enterprises,OTHER_NOT_RATED,,1991,,,,
Mega lo Mania (Europe) (Disk 1),,Atari ST,STRATEGY,,Image Works,OTHER_NOT_RATED,,1991,,,,
Mega lo Mania (Europe) (Disk 2),,Atari ST,STRATEGY,,Image Works,OTHER_NOT_RATED,,1991,,,,
Mega Mines (Europe) (Unl),,Atari ST,PUZZLE,,999 Software,OTHER_NOT_RATED,,1996,,,,
Mega Phoenix (Europe),,Atari ST,SHOOT_EM_UP,,Dinamic,OTHER_NOT_RATED,,1991,,,,
Mega Twins (Europe) (Disk 1),,Atari ST,PLATFORM,,US Gold,OTHER_NOT_RATED,,1991,,,,
Mega Twins (Europe) (Disk 2),,Atari ST,PLATFORM,,US Gold,OTHER_NOT_RATED,,1991,,,,
Megaroids (USA) (Unl),,Atari ST,SHOOT_EM_UP,,Megamax,OTHER_NOT_RATED,,1985,,,,
MegaTraveller (Europe),,Atari ST,ROLE_PLAYING,,Empire Software,OTHER_NOT_RATED,,1991,,,,
Megatrix (Europe) (Unl),,Atari ST,PUZZLE,,Engery,OTHER_NOT_RATED,,1993,,,,
Menace (Europe),,Atari ST,SHOOT_EM_UP,,Psyclapse,OTHER_NOT_RATED,,1988,,,,
Mercenary - Escape From Targ (Europe),,Atari ST,ROLE_PLAYING,,Novasoft,OTHER_NOT_RATED,,1986,,,,
Mercenary - The Second City (Europe),,Atari ST,ACTION,,Novagen Software,OTHER_NOT_RATED,,1986,,,,
Mercenary II - Damocles (Europe),,Atari ST,ACTION,,Novagen Software,OTHER_NOT_RATED,,1990,,,,
Mercenary II - Damocles - Mission Disk 1 (Europe),,Atari ST,ACTION,,Novagen Software,OTHER_NOT_RATED,,1990,,,,
Mercenary II - Damocles - Mission Disk 2 (Europe),,Atari ST,ACTION,,Novagen Software,OTHER_NOT_RATED,,1990,,,,
Mercenary III - The Dion Crisis (Europe),,Atari ST,ACTION,,Novagen Software,OTHER_NOT_RATED,,1991,,,,
Merchant Colony (Europe),,Atari ST,STRATEGY,,Impressions,OTHER_NOT_RATED,,1991,,,,
Mercs (Europe),,Atari ST,SHOOTER,,US Gold,OTHER_NOT_RATED,,1991,,,,
Metal Link (Europe) (Unl),,Atari ST,PUZZLE,,The Beast,OTHER_NOT_RATED,,1994,,,,
Metal Masters (Europe),,Atari ST,FIGHTER,,Infogrames,OTHER_NOT_RATED,,1990,,,,
Metal Mutant (Europe),,Atari ST,BEAT_EM_UP,,Silmarils,OTHER_NOT_RATED,,1991,,,,
Metro-Cross (Europe),,Atari ST,ACTION,,Probe Software,OTHER_NOT_RATED,,1985,,,,
Metropolis (Europe),,Atari ST,SHOOTER,,Eldersoft,OTHER_NOT_RATED,,1987,,,,
MGT - Magnetik Tank (Europe),,Atari ST,SHOOTER,,Loriciel,OTHER_NOT_RATED,,1986,,,,
Miami Vice (USA),,Atari ST,ADVENTURE,,Capstone,OTHER_NOT_RATED,,1989,,,,
Michigan Mike and the Lost City of Zorog (Europe) (Unl),,Atari ST,PLATFORM,,Gordon Storey,OTHER_NOT_RATED,,1994,,,,
Mickey Mouse (Europe),,Atari ST,ACTION,,Gremlin Graphics,OTHER_NOT_RATED,,1989,,,,
Mickey's Runaway Zoo (Europe),,Atari ST,EDUCATIONAL,,Disney Software,OTHER_NOT_RATED,,1991,,,,
Micro League Baseball (USA),,Atari ST,SPORTS_BASEBALL,,Subway Software,OTHER_NOT_RATED,,1987,,,,
Micro League Wrestling (USA) (Disk 1),,Atari ST,SPORTS_WRESTLING,,Micro League Sports,OTHER_NOT_RATED,,1987,,,,
Micro League Wrestling (USA) (Disk 2),,Atari ST,SPORTS_WRESTLING,,Micro League Sports,OTHER_NOT_RATED,,1987,,,,
Microprose Formula One Grand Prix (USA),,Atari ST,DRIVING,,MicroProse,OTHER_NOT_RATED,,1992,,,,
Microprose Golf (Europe),,Atari ST,SPORTS_GOLF,,MicroProse,OTHER_NOT_RATED,,1991,,,,
Microprose Soccer (Europe),,Atari ST,SPORTS_SOCCER,,MicroProse,OTHER_NOT_RATED,,1989,,,,
Midi Maze (USA),,Atari ST,MAZE,,"Hybrid Arts, Inc.",OTHER_NOT_RATED,,1987,,,,
Midi Maze II (Germany) (Unl),,Atari ST,MAZE,,"E. F. Dreyer, Inc",OTHER_NOT_RATED,,null,,,,
Midi Maze III (Germany) (Unl),,Atari ST,MAZE,,Michael Hipp,OTHER_NOT_RATED,,1992,,,,
Midi Maze Plus (Europe) (Unl),,Atari ST,MAZE,,Xanth Software F/X,OTHER_NOT_RATED,,1991,,,,
MidiBattle (Australia) (Unl),,Atari ST,SHOOT_EM_UP,,Moving Pixels,OTHER_NOT_RATED,,1991,,,,
Midnight Resistance (USA),,Atari ST,SHOOTER,,Ocean Software,OTHER_NOT_RATED,,1990,,,,
Midwinter (Europe),,Atari ST,STRATEGY,,Rainbird,OTHER_NOT_RATED,,1990,,,,
Midwinter II - Flames of Freedom (Europe) (Disk 1),,Atari ST,STRATEGY,,Maelstrom Games,OTHER_NOT_RATED,,1991,,,,
