title,series,platform,genre,developer,publisher,rating,modes,year,release_eu,release_jp,release_na,plot
Midwinter II - Flames of Freedom (Europe) (Disk 2),,Atari ST,STRATEGY,,Maelstrom Games,OTHER_NOT_RATED,,1991,,,,
MIG 29 Fulcrum (Europe),,Atari ST,SIMULATION,,Domark,OTHER_NOT_RATED,,1991,,,,
MIG 29 Soviet Fighter (Europe),,Atari ST,SHOOTER,,Codemasters,OTHER_NOT_RATED,,1990,,,,
MIG 29M Super Fulcrum (Europe),,Atari ST,SIMULATION,,Domark,OTHER_NOT_RATED,,1991,,,,
Mighty Bombjack (Europe),,Atari ST,PLATFORM,,Tecmo,OTHER_NOT_RATED,,1990,,,,
Mike Read's Computer Pop Quiz (Europe),,Atari ST,QUIZ,,Elite,OTHER_NOT_RATED,,1988,,,,
Mike Read's Pop Quiz (Europe),,Atari ST,QUIZ,,Elite,OTHER_NOT_RATED,,1988,,,,
Millenium (USA),,Atari ST,STRATEGY,,Electric Dreams,OTHER_NOT_RATED,,1989,,,,
Millipede (USA),,Atari ST,SHOOT_EM_UP,,Atari Corp.,OTHER_NOT_RATED,,1986,,,,
Milliways (USA) (Unl),,Atari ST,ADVENTURE,,Infocom,OTHER_NOT_RATED,,1988,,,,
"Mind Forever Voyaging, A (USA)",,Atari ST,ADVENTURE,,Infocom,OTHER_NOT_RATED,,1985,,,,
Mindbender (Europe),,Atari ST,PUZZLE,,Gremlin Graphics,OTHER_NOT_RATED,,1989,,,,
Mindfighter (Europe),,Atari ST,ADVENTURE,,Abstract Concepts,OTHER_NOT_RATED,,1988,,,,
Mindshadow (USA),,Atari ST,ADVENTURE,,Activision,OTHER_NOT_RATED,,1986,,,,
Mindwheel (USA),,Atari ST,ADVENTURE,,Synapse Software,OTHER_NOT_RATED,,1984,,,,
Minefield (France) (Unl),,Atari ST,PUZZLE,,MJJ-Prod,OTHER_NOT_RATED,,2004,,,,
Mini Golf (Europe),,Atari ST,SPORTS_GOLF,,Magic Bytes,OTHER_NOT_RATED,,1988,,,,
Minos (Europe),,Atari ST,MAZE,,Turtle Byte,OTHER_NOT_RATED,,1987,,,,
Missile Command (USA),,Atari ST,SHOOTER,,Atari Corp.,OTHER_NOT_RATED,,1986,,,,
Missile Command (USA) (Mono),,Atari ST,SHOOT_EM_UP,,Atari Corp.,OTHER_NOT_RATED,,1987,,,,
Missing - One Droid (USA),,Atari ST,SHOOTER,,Bug-Byte,OTHER_NOT_RATED,,1986,,,,
Mission (France),,Atari ST,ACTION,,Loriciel,OTHER_NOT_RATED,,1987,,,,
Mission Elevator (Europe),,Atari ST,ACTION,,Euro Gold Starline,OTHER_NOT_RATED,,1989,,,,
Mission en Rafale (Europe),,Atari ST,SIMULATION,,FIL,OTHER_NOT_RATED,,1987,,,,
Mission Genocide (Europe),,Atari ST,SHOOT_EM_UP,,Silverbird,OTHER_NOT_RATED,,1988,,,,
Mission Mouse (USA),,Atari ST,PLATFORM,,Michtron,OTHER_NOT_RATED,,1986,,,,
Mix and Match (Europe),,Atari ST,EDUCATIONAL,,Scetlander,OTHER_NOT_RATED,,1991,,,,
Mixed Up Mother Goose (USA),,Atari ST,ADVENTURE,,Sierra On-Line,OTHER_NOT_RATED,,1987,,,,
Mobsters City (Europe) (Unl),,Atari ST,ADVENTURE,,Silly Software,OTHER_NOT_RATED,,1992,,,,
Moebius (Europe),,Atari ST,ADVENTURE,,Origin Systems,OTHER_NOT_RATED,,1987,,,,
Monkey Business (USA),,Atari ST,ACTION,,Other Valley Sofware,OTHER_NOT_RATED,,null,,,,
Monkeys & Balloons (USA) (Unl),,Atari ST,BREAKOUT,,Regent Software,OTHER_NOT_RATED,,1988,,,,
Monopoly (USA) (Unl),,Atari ST,BOARD_GAMES,,David Addison,OTHER_NOT_RATED,,1985,,,,
Monster Business (Europe),,Atari ST,PLATFORM,,Eclipse,OTHER_NOT_RATED,,1991,,,,
Monty Python's Flying Circus (Europe),,Atari ST,SHOOT_EM_UP,,Virgin Mastertronic,OTHER_NOT_RATED,,1990,,,,
Moon Blaster (Europe),,Atari ST,SHOOTER,,Loriciel,OTHER_NOT_RATED,,1990,,,,
Moon Patrol (USA),,Atari ST,SHOOT_EM_UP,,Atari Corp.,OTHER_NOT_RATED,,1987,,,,
Moonbase (Europe),,Atari ST,SHOOTER,,Wesson International,OTHER_NOT_RATED,,1991,,,,
Moonfall (Europe),,Atari ST,SHOOTER,,21st Century Entertainment,OTHER_NOT_RATED,,1991,,,,
Moonmist (USA),,Atari ST,ADVENTURE,,Infocom,OTHER_NOT_RATED,,1986,,,,
Moonshine Racers (Europe) (Disk 1),,Atari ST,DRIVING,,Millennium,OTHER_NOT_RATED,,1991,,,,
Moonshine Racers (Europe) (Disk 2),,Atari ST,DRIVING,,Millennium,OTHER_NOT_RATED,,1991,,,,
Moonwalker - The Computer Game (Europe) (Disk 1),,Atari ST,ACTION,,US Gold,OTHER_NOT_RATED,,1989,,,,
Moonwalker - The Computer Game (Europe) (Disk 2),,Atari ST,ACTION,,US Gold,OTHER_NOT_RATED,,1989,,,,
Mortville Manor (Europe),,Atari ST,ADVENTURE,,Lankhor,OTHER_NOT_RATED,,1987,,,,
Mot (Europe),,Atari ST,ACTION,,Opera Soft,OTHER_NOT_RATED,,1989,,,,
Motor Massacre (Europe) (Disk 1),,Atari ST,SHOOTER,,Gray Matter,OTHER_NOT_RATED,,1989,,,,
Motor Massacre (Europe) (Disk 2),,Atari ST,SHOOTER,,Gray Matter,OTHER_NOT_RATED,,1989,,,,
Motorbike Madness (Europe),,Atari ST,RACING_MOTORBIKE,,Mastertronic,OTHER_NOT_RATED,,1988,,,,
Motorhead (Europe),,Atari ST,BEAT_EM_UP,,Virgin Mastertronic,OTHER_NOT_RATED,,1992,,,,
Mouse Trap (Europe),,Atari ST,PLATFORM,,Micro Value,OTHER_NOT_RATED,,1987,,,,
Mouth Trap (Europe),,Atari ST,ACTION,,Mandarin Software,OTHER_NOT_RATED,,1989,,,,
Mr Boomer (Europe) (Unl),,Atari ST,ACTION,,Sector One,OTHER_NOT_RATED,,1997,,,,
Mr Dig (Europe) (Unl),,Atari ST,ACTION,,Budgie UK,OTHER_NOT_RATED,,1990,,,,
Mr. Heli (Europe),,Atari ST,SHOOTER,,Irem,OTHER_NOT_RATED,,1987,,,,
Ms.Pac (Europe) (Unl),,Atari ST,MAZE,,Dave Munsie,OTHER_NOT_RATED,,null,,,,
Mudpies (Europe),,Atari ST,ACTION,,Microdeal,OTHER_NOT_RATED,,1985,,,,
Multi Pakman (Europe) (Unl),,Atari ST,MAZE,,Stosser Software,OTHER_NOT_RATED,,1994,,,,
Multi Player Soccer Manager (Europe),,Atari ST,SPORTS_SOCCER,,D & H Games,OTHER_NOT_RATED,,1991,,,,
Mummies Playtime (Europe) (Unl),,Atari ST,COMPILATION,,Silly Software,OTHER_NOT_RATED,,1993,,,,
"Munsters, The (Europe)",,Atari ST,PLATFORM,,Alternative Software,OTHER_NOT_RATED,,1988,,,,
Murder (Europe),,Atari ST,ADVENTURE,,US Gold,OTHER_NOT_RATED,,1990,,,,
Murder on the Atlantic (USA),,Atari ST,ADVENTURE,,Intracorp Inc,OTHER_NOT_RATED,,1988,,,,
Murders in Space (Europe) (Disk 1),,Atari ST,ACTION,,Infogrames,OTHER_NOT_RATED,,1990,,,,
Murders in Space (Europe) (Disk 2),,Atari ST,ACTION,,Infogrames,OTHER_NOT_RATED,,1990,,,,
Murders in Venice (Europe),,Atari ST,ADVENTURE,,Cobra Soft,OTHER_NOT_RATED,,1989,,,,
Mushy Music (Europe) (Unl),,Atari ST,PUZZLE,,Mikael Lundberg,OTHER_NOT_RATED,,null,,,,
Music Construction Set (USA),,Atari ST,MISCELLANEOUS,,Electronic Arts,OTHER_NOT_RATED,,1987,,,,
Mutant (Europe),,Atari ST,ADVENTURE,,Page 6 Software,OTHER_NOT_RATED,,1988,,,,
Muzzy (Europe),,Atari ST,PUZZLE,,Enigma Software Developments,OTHER_NOT_RATED,,1993,,,,
Mysterious Adventures (Europe) (Unl),,Atari ST,ADVENTURE,,-0,OTHER_NOT_RATED,,null,,,,
Mystery of the Mummy (Europe) (Disk 1),,Atari ST,ADVENTURE,,Rainbow Arts,OTHER_NOT_RATED,,1989,,,,
Mystery of the Mummy (Europe) (Disk 2),,Atari ST,ADVENTURE,,Rainbow Arts,OTHER_NOT_RATED,,1989,,,,
"Mystic Well, The (USA) (Unl)",,Atari ST,ROLE_PLAYING,,Jing Gameware,OTHER_NOT_RATED,,1990,,,,
Mystical (Europe),,Atari ST,SHOOT_EM_UP,,Infogrames,OTHER_NOT_RATED,,1990,,,,
Myth (Europe) (Unl),,Atari ST,ADVENTURE,,Magnetic Scrolls Ltd.,OTHER_NOT_RATED,,1989,,,,
Napoleon I - The Campaigns 1805-1814 (Europe) (Disk 1),,Atari ST,STRATEGY,,Internecine,OTHER_NOT_RATED,,1991,,,,
Napoleon I - The Campaigns 1805-1814 (Europe) (Disk 2),,Atari ST,STRATEGY,,Internecine,OTHER_NOT_RATED,,1991,,,,
Narc (Europe),,Atari ST,SHOOT_EM_UP,,Ocean Software,OTHER_NOT_RATED,,1989,,,,
Narco Police (Europe),,Atari ST,SHOOTER,,Dinamic,OTHER_NOT_RATED,,1990,,,,
Nautilus (Germany),,Atari ST,SIMULATION,,Gamebench,OTHER_NOT_RATED,,1992,,,,
Navy Moves (Europe),,Atari ST,PLATFORM,,Dinamic,OTHER_NOT_RATED,,1989,,,,
Navy Seals (Europe),,Atari ST,BEAT_EM_UP,,Ocean Software,OTHER_NOT_RATED,,1990,,,,
Nebulus (Europe),,Atari ST,PLATFORM,,Hewson Consultants,OTHER_NOT_RATED,,1988,,,,
Necron Aptor Quest (France),,Atari ST,ADVENTURE,,16-32 Editions,OTHER_NOT_RATED,,1989,,,,
Neighbours (Europe),,Atari ST,ACTION,,Grundy Television Pty. Ltd.,OTHER_NOT_RATED,,1991,,,,
Nervana (USA) (Disk 1) (Master),,Atari ST,ROLE_PLAYING,,StarSoft Development Laboratories,OTHER_NOT_RATED,,1989,,,,
Nervana (USA) (Disk 2) (Character),,Atari ST,ROLE_PLAYING,,StarSoft Development Laboratories,OTHER_NOT_RATED,,1989,,,,
Nervana (USA) (Disk 3) (Scenario 1),,Atari ST,ROLE_PLAYING,,StarSoft Development Laboratories,OTHER_NOT_RATED,,1989,,,,
Nervana (USA) (Disk 4) (Scenario 2),,Atari ST,ROLE_PLAYING,,StarSoft Development Laboratories,OTHER_NOT_RATED,,1989,,,,
Netherworld (Europe),,Atari ST,SHOOTER,,Hewson Consultants,OTHER_NOT_RATED,,1988,,,,
Never Mind (Europe),,Atari ST,PUZZLE,,Psygnosis,OTHER_NOT_RATED,,1989,,,,
"New Zealand Story, The (Europe)",,Atari ST,PLATFORM,,Ocean Software,OTHER_NOT_RATED,,1989,,,,
Nicky Boom (Europe),,Atari ST,PLATFORM,,Microids,OTHER_NOT_RATED,,1992,,,,
Nicky II (Europe),,Atari ST,PLATFORM,,Microids,OTHER_NOT_RATED,,1993,,,,
Nigel Mansell's Grand Prix (Europe),,Atari ST,DRIVING,,Martech,OTHER_NOT_RATED,,1988,,,,
Nigel Mansell's World Championships (Europe),,Atari ST,DRIVING,,Gremlin Graphics,OTHER_NOT_RATED,,1992,,,,
Night Hunter (Europe) (Disk 1),,Atari ST,ACTION,,UBI Soft,OTHER_NOT_RATED,,1988,,,,
Night Hunter (Europe) (Disk 2),,Atari ST,ACTION,,UBI Soft,OTHER_NOT_RATED,,1988,,,,
Night Raider (Europe) (Disk 1),,Atari ST,SIMULATION,,Gremlin Graphics,OTHER_NOT_RATED,,1988,,,,
Night Raider (Europe) (Disk 2),,Atari ST,SIMULATION,,Gremlin Graphics,OTHER_NOT_RATED,,1988,,,,
Night Shift (Europe) (Disk 1),,Atari ST,ACTION,,LucasFilm Games,OTHER_NOT_RATED,,1990,,,,
Night Shift (Europe) (Disk 2),,Atari ST,ACTION,,LucasFilm Games,OTHER_NOT_RATED,,1990,,,,
Nightbreed (Europe) (Disk 1),,Atari ST,BEAT_EM_UP,,Ocean Software,OTHER_NOT_RATED,,1990,,,,
Nightbreed (Europe) (Disk 2),,Atari ST,BEAT_EM_UP,,Ocean Software,OTHER_NOT_RATED,,1990,,,,
Nightbreed - The Interactive Movie (Europe) (Disk 1),,Atari ST,ACTION,,Ocean Software,OTHER_NOT_RATED,,1990,,,,
Nightbreed - The Interactive Movie (Europe) (Disk 2),,Atari ST,ACTION,,Ocean Software,OTHER_NOT_RATED,,1990,,,,
Nightbreed - The Interactive Movie (Europe) (Disk 3),,Atari ST,ACTION,,Ocean Software,OTHER_NOT_RATED,,1990,,,,
Nightdawn (Europe),,Atari ST,SHOOT_EM_UP,,Magic Bytes,OTHER_NOT_RATED,,1989,,,,
Nightwalk (Europe),,Atari ST,ACTION,,Alternative Software,OTHER_NOT_RATED,,1988,,,,
Nine Princes in Amber (Europe),,Atari ST,ADVENTURE,,Telarium,OTHER_NOT_RATED,,1985,,,,
Ninja Mission (Europe),,Atari ST,BEAT_EM_UP,,Mastertronic,OTHER_NOT_RATED,,1987,,,,
Ninja Rabbits (Europe),,Atari ST,BEAT_EM_UP,,Micro Value,OTHER_NOT_RATED,,1991,,,,
Ninja Remix (Europe) (Disk 1),,Atari ST,ACTION,,System 3,OTHER_NOT_RATED,,1990,,,,
Ninja Remix (Europe) (Disk 2),,Atari ST,ACTION,,System 3,OTHER_NOT_RATED,,1990,,,,
Ninja Remix (Europe) (Disk 3),,Atari ST,ACTION,,System 3,OTHER_NOT_RATED,,1990,,,,
Ninja Spirit (Europe),,Atari ST,PLATFORM,,Irem,OTHER_NOT_RATED,,1988,,,,
"Ninja Warriors, The (Europe)",,Atari ST,BEAT_EM_UP,,Virgin Mastertronic,OTHER_NOT_RATED,,1989,,,,
Nishiran (Europe) (Unl),,Atari ST,ROLE_PLAYING,,G. Lamonoca,OTHER_NOT_RATED,,1995,,,,
Nitro (Europe),,Atari ST,DRIVING,,Psygnosis,OTHER_NOT_RATED,,1990,,,,
Nitro Boost Challenge (Europe),,Atari ST,DRIVING,,Codemasters,OTHER_NOT_RATED,,1989,,,,
No Buddies Land (Europe),,Atari ST,PLATFORM,,Expose,OTHER_NOT_RATED,,1991,,,,
No Excuses (Europe),,Atari ST,SHOOTER,,Arcana,OTHER_NOT_RATED,,1988,,,,
No Exit (Europe),,Atari ST,FIGHTER,,CVS,OTHER_NOT_RATED,,1990,,,,
No Name the Game (Europe) (Unl),,Atari ST,ACTION,,Motelsoft,OTHER_NOT_RATED,,1989,,,,
No Second Prize (Germany),,Atari ST,RACING_MOTORBIKE,,Thalion,OTHER_NOT_RATED,,1993,,,,
Noddy's Playtime (Europe),,Atari ST,EDUCATIONAL,,Jumping Bean,OTHER_NOT_RATED,,1992,,,,
Nord & Bert (USA),,Atari ST,ADVENTURE,,Infocom,OTHER_NOT_RATED,,1987,,,,
North & South (Europe),,Atari ST,STRATEGY,,Infogrames,OTHER_NOT_RATED,,1989,,,,
"North Sea Inferno, The (Europe)",,Atari ST,PLATFORM,,Magic Bytes,OTHER_NOT_RATED,,1990,,,,
NorthStar (Europe),,Atari ST,PLATFORM,,Gremlin Graphics,OTHER_NOT_RATED,,1988,,,,
Nostram (Europe) (Unl),,Atari ST,PLATFORM,,Powerfist Licenceware,OTHER_NOT_RATED,,1992,,,,
"Not a Penny More, Not a Penny Less (Europe)",,Atari ST,ADVENTURE,,Domark,OTHER_NOT_RATED,,1987,,,,
Nova (Europe) (Unl),,Atari ST,SHOOT_EM_UP,,ST Format,OTHER_NOT_RATED,,1990,,,,
Numero 10 (France),,Atari ST,SPORTS_SOCCER,,FIL,OTHER_NOT_RATED,,1989,,,,
Obitus (Europe) (Disk 1),,Atari ST,ROLE_PLAYING,,Psygnosis,OTHER_NOT_RATED,,1991,,,,
Obitus (Europe) (Disk 2),,Atari ST,ROLE_PLAYING,,Psygnosis,OTHER_NOT_RATED,,1991,,,,
Obitus (Europe) (Disk 3),,Atari ST,ROLE_PLAYING,,Psygnosis,OTHER_NOT_RATED,,1991,,,,
Obliterator (Europe),,Atari ST,PLATFORM,,Psygnosis,OTHER_NOT_RATED,,1988,,,,
Obsession (Europe) (Disk 1),,Atari ST,PINBALL,,Unique Development Sweden,OTHER_NOT_RATED,,1994,,,,
Obsession (Europe) (Disk 2),,Atari ST,PINBALL,,Unique Development Sweden,OTHER_NOT_RATED,,1994,,,,
Off Shore Warrior (France),,Atari ST,WATER,,Titus,OTHER_NOT_RATED,,1988,,,,
Ogre (Europe),,Atari ST,STRATEGY,,Origin Systems,OTHER_NOT_RATED,,1986,,,,
Oh No! Not More Radioactive Mineshafts (Europe) (Unl),,Atari ST,ACTION,,Breakpoint Software,OTHER_NOT_RATED,,null,,,,
Oh-no! More Lemmings (Europe),,Atari ST,PUZZLE,,Psygnosis,OTHER_NOT_RATED,,1991,,,,
Oids (Europe),,Atari ST,SHOOTER,,FTL,OTHER_NOT_RATED,,1987,,,,
Oids - Extra Galaxies 1 (Europe) (Unl),,Atari ST,SHOOT_EM_UP,,FTL,OTHER_NOT_RATED,,1988,,,,
Oids - Extra Galaxies 2 (Europe) (Unl),,Atari ST,SHOOT_EM_UP,,FTL,OTHER_NOT_RATED,,1988,,,,
Oids - Extra Galaxies 3 (Europe) (Unl),,Atari ST,SHOOT_EM_UP,,FTL,OTHER_NOT_RATED,,1988,,,,
Oids - Extra Galaxies 4 (Europe) (Unl),,Atari ST,SHOOT_EM_UP,,FTL,OTHER_NOT_RATED,,1988,,,,
Oids - Extra Galaxies 5 (Europe) (Unl),,Atari ST,SHOOT_EM_UP,,FTL,OTHER_NOT_RATED,,1988,,,,
Oids - Extra Galaxies 6 (Europe) (Unl),,Atari ST,SHOOT_EM_UP,,FTL,OTHER_NOT_RATED,,1988,,,,
Oids - Extra Galaxies 7 (Europe) (Unl),,Atari ST,SHOOT_EM_UP,,FTL,OTHER_NOT_RATED,,1988,,,,
Oids - Extra Galaxies 8 (Europe) (Unl),,Atari ST,SHOOT_EM_UP,,FTL,OTHER_NOT_RATED,,1988,,,,
Oil Imperium (Europe),,Atari ST,STRATEGY,,reLINE Software,OTHER_NOT_RATED,,1989,,,,
Oilmania (Germany),,Atari ST,ACTION,,"Buetepage, Michael",OTHER_NOT_RATED,,1991,,,,
Oliver and Company (Europe),,Atari ST,ACTION,,Coktel Vision,OTHER_NOT_RATED,,1989,,,,
Olympus (USA) (Disk 1),,Atari ST,ADVENTURE,,Paradise Bay Computer Services,OTHER_NOT_RATED,,1990,,,,
Olympus (USA) (Disk 2),,Atari ST,ADVENTURE,,Paradise Bay Computer Services,OTHER_NOT_RATED,,1990,,,,
Omar Sharif's Bridge (Europe),,Atari ST,TABLETOP,,Oxford Softworks,OTHER_NOT_RATED,,1992,,,,
Omega (Europe),,Atari ST,STRATEGY,,Origin Systems,OTHER_NOT_RATED,,1989,,,,
Omnicron Conspiracy (Europe) (Disk 1),,Atari ST,ADVENTURE,,Image Works,OTHER_NOT_RATED,,1990,,,,
Omnicron Conspiracy (Europe) (Disk 2),,Atari ST,ADVENTURE,,Image Works,OTHER_NOT_RATED,,1990,,,,
Once Upon a Time - Abracadabra (Europe) (Disk 1),,Atari ST,EDUCATIONAL,,Coktel Vision,OTHER_NOT_RATED,,1991,,,,
Once Upon a Time - Abracadabra (Europe) (Disk 2),,Atari ST,EDUCATIONAL,,Coktel Vision,OTHER_NOT_RATED,,1991,,,,
Once Upon A Time - Baba Yaga (Europe) (Disk 1),,Atari ST,EDUCATIONAL,,Coktel Vision,OTHER_NOT_RATED,,1991,,,,
Once Upon A Time - Baba Yaga (Europe) (Disk 2),,Atari ST,EDUCATIONAL,,Coktel Vision,OTHER_NOT_RATED,,1991,,,,
One Step Beyond (Europe),,Atari ST,PUZZLE,,Ocean Software,OTHER_NOT_RATED,,1993,,,,
Onslaught (Europe),,Atari ST,SHOOT_EM_UP,,Realms,OTHER_NOT_RATED,,1989,,,,
Oo-Topos (USA),,Atari ST,ADVENTURE,,Softkill Int.,OTHER_NOT_RATED,,1986,,,,
Ooze (Germany),,Atari ST,ADVENTURE,,Dragonware Games,OTHER_NOT_RATED,,1988,,,,
Operation Cleanstreets (USA),,Atari ST,BEAT_EM_UP,,Broderbund,OTHER_NOT_RATED,,1989,,,,
Operation Garfield (Europe) (Unl),,Atari ST,SHOOT_EM_UP,,D.J. Brankin,OTHER_NOT_RATED,,1992,,,,
Operation Harrier (USA),,Atari ST,SHOOTER,,US Gold,OTHER_NOT_RATED,,1990,,,,
Operation Hormuz (USA),,Atari ST,SHOOT_EM_UP,,Alternative Software,OTHER_NOT_RATED,,1989,,,,
Operation Jupiter (France),,Atari ST,SIMULATION,,Infogrames,OTHER_NOT_RATED,,1988,,,,
Operation Stealth (Europe),,Atari ST,ADVENTURE,,US Gold,OTHER_NOT_RATED,,1990,,,,
Operation Thunderbolt (Europe) (Disk 1),,Atari ST,SHOOTER,,Ocean Software,OTHER_NOT_RATED,,1989,,,,
Operation Thunderbolt (Europe) (Disk 2),,Atari ST,SHOOTER,,Ocean Software,OTHER_NOT_RATED,,1989,,,,
Operation Wolf (Europe),,Atari ST,SHOOTER,,Ocean Software,OTHER_NOT_RATED,,1988,,,,
Orbit (France) (Promo),,Atari ST,BREAKOUT,,Mandarin Software,OTHER_NOT_RATED,,1988,,,,
Orbit 2000 (Europe),,Atari ST,SHOOT_EM_UP,,Byte-Back,OTHER_NOT_RATED,,1991,,,,
Orbital Destroyer (Europe),,Atari ST,SHOOT_EM_UP,,Trojan Software,OTHER_NOT_RATED,,1991,,,,
Orbiter (USA),,Atari ST,SIMULATION,,MirrorSoft,OTHER_NOT_RATED,,1987,,,,
Oriental Games (Europe) (Disk 1),,Atari ST,FIGHTER,,Micro Style,OTHER_NOT_RATED,,1990,,,,
Oriental Games (Europe) (Disk 2),,Atari ST,FIGHTER,,Micro Style,OTHER_NOT_RATED,,1990,,,,
Orion's Run (Europe),,Atari ST,SHOOT_EM_UP,,Beery's Bit,OTHER_NOT_RATED,,1987,,,,
Ork (Europe) (Disk 1),,Atari ST,PLATFORM,,Psygnosis,OTHER_NOT_RATED,,1991,,,,
Ork (Europe) (Disk 2),,Atari ST,PLATFORM,,Psygnosis,OTHER_NOT_RATED,,1991,,,,
Othello Killer (France),,Atari ST,BOARD_GAMES,,UBI Soft,OTHER_NOT_RATED,,1989,,,,
Other Place (Europe) (Unl),,Atari ST,ACTION,,CDeFG Games,OTHER_NOT_RATED,,1992,,,,
Out Board (France) (Disk 1),,Atari ST,DRIVING,,Loriciel,OTHER_NOT_RATED,,1990,,,,
Out Board (France) (Disk 2),,Atari ST,DRIVING,,Loriciel,OTHER_NOT_RATED,,1990,,,,
Out Run (Europe),,Atari ST,DRIVING,,US Gold,OTHER_NOT_RATED,,1987,,,,
Out Run Europa (Europe) (Disk 1),,Atari ST,DRIVING,,US Gold,OTHER_NOT_RATED,,1991,,,,
Out Run Europa (Europe) (Disk 2),,Atari ST,DRIVING,,US Gold,OTHER_NOT_RATED,,1991,,,,
Outcast (Europe),,Atari ST,SHOOTER,,Mastertronic,OTHER_NOT_RATED,,1987,,,,
Outer Limits (Europe) (Unl),,Atari ST,SHOOT_EM_UP,,Richard R. Betson,OTHER_NOT_RATED,,1990,,,,
Outguard (Europe) (Unl),,Atari ST,SHOOT_EM_UP,,Stargate,OTHER_NOT_RATED,,1997,,,,
Outlands (Europe),,Atari ST,SHOOT_EM_UP,,Pandora,OTHER_NOT_RATED,,1989,,,,
Outlaw (Europe),,Atari ST,SHOOT_EM_UP,,Smash 16,OTHER_NOT_RATED,,1990,,,,
Outrider (Europe),,Atari ST,STRATEGY,,Top Byte Software,OTHER_NOT_RATED,,null,,,,
Outzone (France),,Atari ST,SHOOT_EM_UP,,Lankhor,OTHER_NOT_RATED,,1991,,,,
Overdrive (Europe) (Unl),,Atari ST,DRIVING,,Serious Software,OTHER_NOT_RATED,,1996,,,,
Overlander (Europe),,Atari ST,SHOOTER,,Elite,OTHER_NOT_RATED,,1988,,,,
Overlord (Europe),,Atari ST,STRATEGY,,CCS,OTHER_NOT_RATED,,1988,,,,
Oxxonian - Action Game (Germany),,Atari ST,PUZZLE,,Time Warp,OTHER_NOT_RATED,,1989,,,,
Oxxonian - Statergy Game (Germany),,Atari ST,PUZZLE,,Time Warp,OTHER_NOT_RATED,,1989,,,,
Oxyd (Germany),,Atari ST,PUZZLE,,Dongleware Verlags GmbH,OTHER_NOT_RATED,,1992,,,,
Oxyd (Germany) (High Res Version),,Atari ST,PUZZLE,,Dongleware Verlags GmbH,OTHER_NOT_RATED,,1992,,,,
Oxyd 2 (Germany),,Atari ST,PUZZLE,,Dongleware Verlags GmbH,OTHER_NOT_RATED,,1991,,,,
Oxyd Magnum (Europe),,Atari ST,PUZZLE,,Dongleware Verlags GmbH,OTHER_NOT_RATED,,1993,,,,
Ozone (Europe) (Unl),,Atari ST,PLATFORM,,Goodman Enterprises,OTHER_NOT_RATED,,1992,,,,
Ozone 2 (Europe) (Unl),,Atari ST,PLATFORM,,New Bits on the Ram,OTHER_NOT_RATED,,null,,,,
P-47 Thunderbolt (Europe),,Atari ST,SHOOT_EM_UP,,Firebird,OTHER_NOT_RATED,,1988,,,,
Pablo and the Gold of Montezuma (Germany),,Atari ST,ACTION,,Powersoft,OTHER_NOT_RATED,,null,,,,
Pac Attack (Europe) (Unl),,Atari ST,MAZE,,Cybernation Software,OTHER_NOT_RATED,,1996,,,,
Pac-Land (Europe),,Atari ST,PLATFORM,,Grandslam Entertainment,OTHER_NOT_RATED,,1989,,,,
Pac-Mania (Europe),,Atari ST,MAZE,,Grandslam Entertainment,OTHER_NOT_RATED,,1988,,,,
Pac-Men (Europe) (Unl),,Atari ST,MAZE,,Wacko Software,OTHER_NOT_RATED,,1994,,,,
Pacific Island - Team Yankee II (Europe) (Disk 1),,Atari ST,STRATEGY,,Empire Software,OTHER_NOT_RATED,,1992,,,,
Pacific Island - Team Yankee II (Europe) (Disk 2),,Atari ST,STRATEGY,,Empire Software,OTHER_NOT_RATED,,1992,,,,
Pacman (Europe) (Unl),,Atari ST,MAZE,,-0,OTHER_NOT_RATED,,null,,,,
Pacman on E's (Europe) (Unl),,Atari ST,MAZE,,Digital Dreams,OTHER_NOT_RATED,,1994,,,,
Pacman ST (Europe) (Unl),,Atari ST,MAZE,,Budgie UK,OTHER_NOT_RATED,,1991,,,,
Painter (Europe) (Unl),,Atari ST,ACTION,,Sinister Developments,OTHER_NOT_RATED,,1993,,,,
Paintz (Europe) (Unl),,Atari ST,PUZZLE,,Xelyte,OTHER_NOT_RATED,,1992,,,,
Paladin (Europe),,Atari ST,ROLE_PLAYING,,Artronic Products Ltd,OTHER_NOT_RATED,,1989,,,,
Pandora (Europe),,Atari ST,ACTION,,Firebird,OTHER_NOT_RATED,,1988,,,,
Pang (Europe),,Atari ST,SHOOTER,,Ocean Software,OTHER_NOT_RATED,,1990,,,,
Panza Kick Boxing (Europe) (Disk 1),,Atari ST,SPORTS_BOXING,,Loriciel,OTHER_NOT_RATED,,1990,,,,
Panza Kick Boxing (Europe) (Disk 2),,Atari ST,SPORTS_BOXING,,Loriciel,OTHER_NOT_RATED,,1990,,,,
Paperboy (Europe),,Atari ST,ACTION,,Elite,OTHER_NOT_RATED,,1989,,,,
Paradroid '90 (Europe),,Atari ST,SHOOTER,,Graftgold,OTHER_NOT_RATED,,1990,,,,
Paragliding (France),,Atari ST,FLYING,,Loriciel,OTHER_NOT_RATED,,1991,,,,
Parasol Stars (Europe),,Atari ST,PLATFORM,,Ocean Software,OTHER_NOT_RATED,,1992,,,,
